FIPS,Name,State,County Name,Final County Name
53071,Walla Walla,WA,Walla Walla County,Walla Walla County
53073,Whatcom,WA,Whatcom County,Whatcom County
53075,Whitman,WA,Whitman County,Whitman County
53077,Yakima,WA,Yakima County,Yakima County
54001,Barbour,WV,Barbour County,Barbour County
54003,Berkeley,WV,Berkeley County,Berkeley County
54005,Boone,WV,Boone County,Boone County
54007,Braxton,WV,Braxton County,Braxton County
54009,Brooke,WV,Brooke County,Brooke County
54011,Cabell,WV,Cabell County,Cabell County
54013,Calhoun,WV,Calhoun County,Calhoun County
54015,Clay,WV,Clay County,Clay County
54017,Doddridge,WV,Doddridge County,Doddridge County
54019,Fayette,WV,Fayette County,Fayette County
54021,Gilmer,WV,Gilmer County,Gilmer County
54023,Grant,WV,Grant County,Grant County
54025,Greenbrier,WV,Greenbrier County,Greenbrier County
54027,Hampshire,WV,Hampshire County,Hampshire County
54029,Hancock,WV,Hancock County,Hancock County
54031,Hardy,WV,Hardy County,Hardy County
54033,Harrison,WV,Harrison County,Harrison County
54035,Jackson,WV,Jackson County,Jackson County
54037,Jefferson,WV,Jefferson County,Jefferson County
54039,Kanawha,WV,Kanawha County,Kanawha County
54041,Lewis,WV,Lewis County,Lewis County
54043,Lincoln,WV,Lincoln County,Lincoln County
54045,Logan,WV,Logan County,Logan County
54047,McDowell,WV,McDowell County,McDowell County
54049,Marion,WV,Marion County,Marion County
54051,Marshall,WV,Marshall County,Marshall County
54053,Mason,WV,Mason County,Mason County
54055,Mercer,WV,Mercer County,Mercer County
54057,Mineral,WV,Mineral County,Mineral County
54059,Mingo,WV,Mingo County,Mingo County
54061,Monongalia,WV,Monongalia County,Monongalia County
54063,Monroe,WV,Monroe County,Monroe County
54065,Morgan,WV,Morgan County,Morgan County
54067,Nicholas,WV,Nicholas County,Nicholas County
54069,Ohio,WV,Ohio County,Ohio County
54071,Pendleton,WV,Pendleton County,Pendleton County
54073,Pleasants,WV,Pleasants County,Pleasants County
54075,Pocahontas,WV,Pocahontas County,Pocahontas County
54077,Preston,WV,Preston County,Preston County
54079,Putnam,WV,Putnam County,Putnam County
54081,Raleigh,WV,Raleigh County,Raleigh County
54083,Randolph,WV,Randolph County,Randolph County
54085,Ritchie,WV,Ritchie County,Ritchie County
54087,Roane,WV,Roane County,Roane County
54089,Summers,WV,Summers County,Summers County
54091,Taylor,WV,Taylor County,Taylor County
54093,Tucker,WV,Tucker County,Tucker County
54095,Tyler,WV,Tyler County,Tyler County
54097,Upshur,WV,Upshur County,Upshur County
54099,Wayne,WV,Wayne County,Wayne County
54101,Webster,WV,Webster County,Webster County
54103,Wetzel,WV,Wetzel County,Wetzel County
54105,Wirt,WV,Wirt County,Wirt County
54107,Wood,WV,Wood County,Wood County
54109,Wyoming,WV,Wyoming County,Wyoming County
55001,Adams,WI,Adams County,Adams County
55003,Ashland,WI,Ashland County,Ashland County
55005,Barron,WI,Barron County,Barron County
55007,Bayfield,WI,Bayfield County,Bayfield County
55009,Brown,WI,Brown County,Brown County
55011,Buffalo,WI,Buffalo County,Buffalo County
55013,Burnett,WI,Burnett County,Burnett County
55015,Calumet,WI,Calumet County,Calumet County
55017,Chippewa,WI,Chippewa County,Chippewa County
55019,Clark,WI,Clark County,Clark County
55021,Columbia,WI,Columbia County,Columbia County
55023,Crawford,WI,Crawford County,Crawford County
55025,Dane,WI,Dane County,Dane County
55027,Dodge,WI,Dodge County,Dodge County
55029,Door,WI,Door County,Door County
55031,Douglas,WI,Douglas County,Douglas County
55033,Dunn,WI,Dunn County,Dunn County
55035,Eau Claire,WI,Eau Claire County,Eau Claire County
55037,Florence,WI,Florence County,Florence County
55039,Fond du Lac,WI,Fond du Lac County,Fond du Lac County
55041,Forest,WI,Forest County,Forest County
55043,Grant,WI,Grant County,Grant County
55045,Green,WI,Green County,Green County
55047,Green Lake,WI,Green Lake County,Green Lake County
55049,Iowa,WI,Iowa County,Iowa County
55051,Iron,WI,Iron County,Iron County
55053,Jackson,WI,Jackson County,Jackson County
55055,Jefferson,WI,Jefferson County,Jefferson County
55057,Juneau,WI,Juneau County,Juneau County
55059,Kenosha,WI,Kenosha County,Kenosha County
55061,Kewaunee,WI,Kewaunee County,Kewaunee County
55063,La Crosse,WI,La Crosse County,La Crosse County
55065,Lafayette,WI,Lafayette County,Lafayette County
55067,Langlade,WI,Langlade County,Langlade County
55069,Lincoln,WI,Lincoln County,Lincoln County
55071,Manitowoc,WI,Manitowoc County,Manitowoc County
55073,Marathon,WI,Marathon County,Marathon County
55075,Marinette,WI,Marinette County,Marinette County
55077,Marquette,WI,Marquette County,Marquette County
55078,Menominee,WI,Menominee County,Menominee County
55079,Milwaukee,WI,Milwaukee County,Milwaukee County
55081,Monroe,WI,Monroe County,Monroe County
55083,Oconto,WI,Oconto County,Oconto County
55085,Oneida,WI,Oneida County,Oneida County
55087,Outagamie,WI,Outagamie County,Outagamie County
55089,Ozaukee,WI,Ozaukee County,Ozaukee County
55091,Pepin,WI,Pepin County,Pepin County
55093,Pierce,WI,Pierce County,Pierce County
55095,Polk,WI,Polk County,Polk County
55097,Portage,WI,Portage County,Portage County
55099,Price,WI,Price County,Price County
55101,Racine,WI,Racine County,Racine County
55103,Richland,WI,Richland County,Richland County
55105,Rock,WI,Rock County,Rock County
55107,Rusk,WI,Rusk County,Rusk County
55109,St Croix,WI,St Croix County,St Croix County
55111,Sauk,WI,Sauk County,Sauk County
55113,Sawyer,WI,Sawyer County,Sawyer County
55115,Shawano,WI,Shawano County,Shawano County
55117,Sheboygan,WI,Sheboygan County,Sheboygan County
55119,Taylor,WI,Taylor County,Taylor County
55121,Trempealeau,WI,Trempealeau County,Trempealeau County
55123,Vernon,WI,Vernon County,Vernon County
55125,Vilas,WI,Vilas County,Vilas County
55127,Walworth,WI,Walworth County,Walworth County
55129,Washburn,WI,Washburn County,Washburn County
55131,Washington,WI,Washington County,Washington County
55133,Waukesha,WI,Waukesha County,Waukesha County
55135,Waupaca,WI,Waupaca County,Waupaca County
55137,Waushara,WI,Waushara County,Waushara County
55139,Winnebago,WI,Winnebago County,Winnebago County
55141,Wood,WI,Wood County,Wood County
56001,Albany,WY,Albany County,Albany County
56003,Big Horn,WY,Big Horn County,Big Horn County
56005,Campbell,WY,Campbell County,Campbell County
56007,Carbon,WY,Carbon County,Carbon County
56009,Converse,WY,Converse County,Converse County
56011,Crook,WY,Crook County,Crook County
56013,Fremont,WY,Fremont County,Fremont County
56015,Goshen,WY,Goshen County,Goshen County
56017,Hot Springs,WY,Hot Springs County,Hot Springs County
56019,Johnson,WY,Johnson County,Johnson County
56021,Laramie,WY,Laramie County,Laramie County
56023,Lincoln,WY,Lincoln County,Lincoln County
56025,Natrona,WY,Natrona County,Natrona County
56027,Niobrara,WY,Niobrara County,Niobrara County
56029,Park,WY,Park County,Park County
56031,Platte,WY,Platte County,Platte County
56033,Sheridan,WY,Sheridan County,Sheridan County
56035,Sublette,WY,Sublette County,Sublette County
56037,Sweetwater,WY,Sweetwater County,Sweetwater County
56039,Teton,WY,Teton County,Teton County
56041,Uinta,WY,Uinta County,Uinta County
56043,Washakie,WY,Washakie County,Washakie County
56045,Weston,WY,Weston County,Weston County
60010,Unknown,AS,Unknown County,Unknown County
60020,Manua,AS,Manua County,Manua County
60020,Ofu,AS,Ofu County,Ofu County
60020,Olosega,AS,Olosega County,Olosega County
60050,Tutuila,AS,Tutuila County,Tutuila County
66010,Cocos Island,MP,Cocos Island County,Cocos Island County
66010,Guam,GU,Guam County,Guam County
69100,Rota,MP,Rota County,Rota County
69110,Saipan,MP,Saipan County,Saipan County
69120,Aguijan,MP,Aguijan County,Aguijan County
69120,Tinian,MP,Tinian County,Tinian County
72001,Adjuntas,PR,Adjuntas County,Adjuntas County
72003,Aguada,PR,Aguada County,Aguada County
72005,Aguadilla,PR,Aguadilla County,Aguadilla County
72007,Aguas Buenas,PR,Aguas Buenas County,Aguas Buenas County
72009,Aibonito,PR,Aibonito County,Aibonito County
72011,Anasco,PR,Anasco County,Anasco County
72013,Arecibo,PR,Arecibo County,Arecibo County
72015,Arroyo,PR,Arroyo County,Arroyo County
72017,Barceloneta,PR,Barceloneta County,Barceloneta County
72019,Barranquitas,PR,Barranquitas County,Barranquitas County
72021,Bayamon,PR,Bayamon County,Bayamon County
72023,Cabo Rojo,PR,Cabo Rojo County,Cabo Rojo County
72025,Caguas,PR,Caguas County,Caguas County
72027,Camuy,PR,Camuy County,Camuy County
72029,Canovanas,PR,Canovanas County,Canovanas County
72031,Carolina,PR,Carolina County,Carolina County
72033,Catano,PR,Catano County,Catano County
72035,Cayey,PR,Cayey County,Cayey County
72037,Ceiba,PR,Ceiba County,Ceiba County
72041,Cidra,PR,Cidra County,Cidra County
72043,Coamo,PR,Coamo County,Coamo County
72045,Comerio,PR,Comerio County,Comerio County
72047,Corozal,PR,Corozal County,Corozal County
72049,Culebra,PR,Culebra County,Culebra County
72051,Dorado,PR,Dorado County,Dorado County
72053,Fajardo,PR,Fajardo County,Fajardo County
72054,Florida,PR,Florida County,Florida County
72055,Guanica,PR,Guanica County,Guanica County
72057,Guayama,PR,Guayama County,Guayama County
72059,Guayanilla,PR,Guayanilla County,Guayanilla County
72061,Guaynabo,PR,Guaynabo County,Guaynabo County
72063,Gurabo,PR,Gurabo County,Gurabo County
72065,Hatillo,PR,Hatillo County,Hatillo County
72067,Hormigueros,PR,Hormigueros County,Hormigueros County
72071,Isabela,PR,Isabela County,Isabela County
72073,Jayuya,PR,Jayuya County,Jayuya County
72075,Juana Diaz,PR,Juana Diaz County,Juana Diaz County
72077,Juncos,PR,Juncos County,Juncos County
72079,Lajas,PR,Lajas County,Lajas County
72081,Lares,PR,Lares County,Lares County
72083,Las Marias,PR,Las Marias County,Las Marias County
72085,Las Piedras,PR,Las Piedras County,Las Piedras County
72087,Loiza,PR,Loiza County,Loiza County
72089,Luquillo,PR,Luquillo County,Luquillo County
72091,Manati,PR,Manati County,Manati County
72093,Maricao,PR,Maricao County,Maricao County
72095,Maunabo,PR,Maunabo County,Maunabo County
72097,Mayaguez,PR,Mayaguez County,Mayaguez County
72099,Moca,PR,Moca County,Moca County
72101,Morovis,PR,Morovis County,Morovis County
72103,Nabuabo,PR,Nabuabo County,Nabuabo County
72105,Naranjito,PR,Naranjito County,Naranjito County
72107,Orocovis,PR,Orocovis County,Orocovis County
72109,Patillas,PR,Patillas County,Patillas County
72111,Penuelas,PR,Penuelas County,Penuelas County
72113,Ponce,PR,Ponce County,Ponce County
72115,Quebradillas,PR,Quebradillas County,Quebradillas County
72117,Rincon,PR,Rincon County,Rincon County
72119,Rio Grande,PR,Rio Grande County,Rio Grande County
72121,Sabana Grande,PR,Sabana Grande County,Sabana Grande County
72123,Salinas,PR,Salinas County,Salinas County
72125,San German,PR,San German County,San German County
72127,San Juan,PR,San Juan County,San Juan County
72129,San Lorenzo,PR,San Lorenzo County,San Lorenzo County
72131,San Sabastian,PR,San Sabastian County,San Sabastian County
72133,Santa Isabel,PR,Santa Isabel County,Santa Isabel County
72135,Toa Alta,PR,Toa Alta County,Toa Alta County
72137,Toa Baja,PR,Toa Baja County,Toa Baja County
72139,Trujillo Alto,PR,Trujillo Alto County,Trujillo Alto County
72141,Utuado,PR,Utuado County,Utuado County
72143,Vega Alta,PR,Vega Alta County,Vega Alta County
72145,Vega Baja,PR,Vega Baja County,Vega Baja County
72147,Vieques,PR,Vieques County,Vieques County
72149,Villalba,PR,Villalba County,Villalba County
72151,Yabucoa,PR,Yabucoa County,Yabucoa County
72153,Yauco,PR,Yauco County,Yauco County
78010,St. Croix,VI,St. Croix County,St. Croix County
78020,St. John,VI,St. John County,St. John County
78030,St. Thomas,VI,St. Thomas County,St. Thomas County
