Final State Abbreviation Standard,Final County,CNT
MN,St. Louis County,80
MN,St. Louis County,94
MN,St. Louis County,79
MN,St. Louis County,258
MN,St. Louis County,292
MN,St. Louis County,166
MN,St. Louis County,71
MN,St. Louis County,91
MN,St. Louis County,309
MN,St. Louis County,115
#FIELD!,#FIELD!,3
MN,Olmsted County,891
MN,Olmsted County,341
MN,Olmsted County,1
MN,Olmsted County,476
MN,Olmsted County,198
MN,Mower County,15
MN,Winona County,10
MN,Mower County,625
MN,Steele County,30
MN,Mower County,9
MN,Houston County,7
MN,Olmsted County,47
MN,Houston County,21
MN,Fillmore County,51
MN,Fillmore County,48
CA,Dodge County,12
MN,Winona County,6
MN,Mower County,5
MN,Dodge County,33
MN,Olmsted County,9
MN,Wabasha County,9
MN,Mower County,2
MN,Olmsted County,16
MN,Fillmore County,3
MN,Mower County,17
MN,Fillmore County,7
MN,Dodge County,12
MN,Houston County,5
MN,Houston County,13
MN,Dodge County,54
MN,Wabasha County,4
MN,Goodhue County,11
MN,Houston County,44
MN,Fillmore County,12
MN,Mower County,8
MN,Mower County,12
MN,Winona County,49
MN,Mower County,26
MN,Fillmore County,19
MN,Dodge County,8
MN,Wabasha County,4
MN,Wabasha County,1
MN,Winona County,15
MN,Olmsted County,7
MN,Fillmore County,2
MN,Fillmore County,1
MN,Goodhue County,37
MN,Wabasha County,35
MN,Fillmore County,13
MN,Mower County,1
MN,Winona County,6
MN,Mower County,2
MN,Fillmore County,27
MN,Winona County,49
MN,Mower County,2
MN,Houston County,8
MN,Fillmore County,36
MN,Olmsted County,100
MN,Winona County,11
MN,Wabasha County,35
MN,Mower County,1
MN,Goodhue County,18
MN,Dodge County,12
MN,Winona County,440
MN,Fillmore County,3
MN,Wabasha County,7
MN,Goodhue County,43
#FIELD!,#FIELD!,8
MN,Blue Earth County,1319
MN,Nicollet County,171
MN,Freeborn County,427
MN,Freeborn County,16
MN,Blue Earth County,4
MN,Scott County,103
MN,Faribault County,50
MN,Faribault County,9
MN,Freeborn County,7
MN,Le Sueur County,19
MN,Brown County,9
MN,Nicollet County,8
MN,Faribault County,2
MN,Blue Earth County,28
MN,Faribault County,1
MN,Steele County,12
MN,Faribault County,22
MN,Le Sueur County,9
MN,Freeborn County,5
MN,Martin County,180
MN,Freeborn County,1
MN,Faribault County,1
MN,Freeborn County,3
MN,Freeborn County,12
MN,Blue Earth County,15
MN,Martin County,5
MN,Brown County,11
MN,Freeborn County,4
MN,Sibley County,28
MN,Freeborn County,8
MN,Waseca County,33
MN,Le Sueur County,13
MN,Faribault County,5
MN,Le Sueur County,4
MN,Nicollet County,7
MN,Blue Earth County,26
MN,Le Sueur County,19
MN,Le Sueur County,56
MN,Watonwan County,3
MN,Watonwan County,8
MN,Blue Earth County,13
MN,Blue Earth County,37
MN,Blue Earth County,5
MN,Le Sueur County,59
MN,Scott County,199
MN,Waseca County,24
MN,Brown County,167
MN,Nicollet County,15
MN,Blue Earth County,6
MN,Blue Earth County,3
MN,Watonwan County,43
MN,Nicollet County,107
MN,Redwood County,9
MN,Brown County,23
MN,Brown County,27
MN,Martin County,20
MN,Freeborn County,3
MN,Blue Earth County,2
MN,Waseca County,3
MN,Waseca County,115
MN,Le Sueur County,37
MN,Faribault County,34
MN,Faribault County,17
MN,Cottonwood County,64
#FIELD!,#FIELD!,2
MN,Nobles County,21
MN,Jackson County,1
MN,Lincoln County,2
MN,Murray County,1
MN,Lyon County,9
MN,Rock County,2
MN,Cottonwood County,1
MN,Nobles County,8
MN,Watonwan County,3
MN,Martin County,5
MN,Murray County,2
MN,Murray County,4
MN,Martin County,7
MN,Pipestone County,17
MN,Nobles County,4
MN,Murray County,18
MN,Lyon County,2
MN,Rock County,3
MN,Lincoln County,6
MN,Jackson County,5
MN,Rock County,1
MN,Pipestone County,1
MN,Murray County,5
MN,Lincoln County,15
MN,Jackson County,52
MN,Pipestone County,12
MN,Cottonwood County,5
MN,Lincoln County,39
MN,Jackson County,50
MN,Murray County,3
MN,Redwood County,8
MN,Nobles County,1
MN,Rock County,61
MN,Lyon County,2
MN,Rock County,3
MN,Cottonwood County,15
MN,Jackson County,9
MN,Pipestone County,58
MN,Nobles County,3
MN,Redwood County,1
MN,Nobles County,12
MN,Nobles County,6
MN,Lyon County,6
MN,Pipestone County,4
MN,Martin County,8
MN,Murray County,36
MN,Rock County,1
MN,Cottonwood County,1
MN,Lyon County,30
MN,Martin County,6
MN,Lincoln County,6
MN,Redwood County,11
MN,Martin County,9
MN,Cottonwood County,7
MN,Nobles County,3
MN,Pipestone County,1
MN,Nobles County,171
MN,Kandiyohi County,292
42,#FIELD!,1
42,#FIELD!,1
MN,Stevens County,2
MN,Swift County,19
MN,Kandiyohi County,13
MN,Big Stone County,1
MN,Big Stone County,4
MN,Lac qui Parle County,4
MN,Redwood County,4
MN,Swift County,72
MN,Kandiyohi County,5
MN,Lac qui Parle County,3
MN,Traverse County,6
MN,Yellow Medicine County,14
MN,Stevens County,8
MN,Chippewa County,17
MN,Yellow Medicine County,21
MN,Redwood County,2
MN,Big Stone County,6
MN,Swift County,2
MN,Meeker County,12
MN,Lyon County,14
MN,Renville County,7
MN,Lac qui Parle County,13
MN,Stevens County,1
MN,Traverse County,4
MN,Yellow Medicine County,5
MN,Lyon County,2
MN,Big Stone County,7
MN,Yellow Medicine County,40
MN,Meeker County,7
MN,Stevens County,16
MN,Yellow Medicine County,3
MN,Grant County,3
MN,Kandiyohi County,4
MN,Swift County,12
MN,Kandiyohi County,4
MN,Redwood County,1
MN,Lac qui Parle County,24
MN,Lac qui Parle County,3
MN,Lyon County,195
MN,Chippewa County,8
#FIELD!,#FIELD!,1
MN,Chippewa County,9
MN,Redwood County,4
MN,Lyon County,17
MN,Chippewa County,92
MN,Redwood County,8
MN,Stevens County,74
MN,Renville County,22
MN,Swift County,6
MN,Kandiyohi County,405
MN,Renville County,40
MN,Big Stone County,39
MN,Kandiyohi County,11
MN,Yellow Medicine County,1
MN,Kandiyohi County,10
MN,Redwood County,76
MN,Renville County,19
MN,Renville County,1
MN,Redwood County,2
MN,Kandiyohi County,141
MN,Lyon County,1
MN,Redwood County,7
MN,Redwood County,7
MN,Chippewa County,3
MN,Traverse County,8
MN,Yellow Medicine County,2
MN,Stearns County,580
MN,Stearns County,2
MN,Stearns County,676
MN,Sherburne County,386
MN,Stearns County,21
MN,Douglas County,357
MN,Grant County,9
MN,Stearns County,31
MN,Grant County,3
MN,Stearns County,12
MN,Morrison County,6
MN,Douglas County,15
MN,Pope County,9
MN,Todd County,3
MN,Douglas County,12
MN,Stearns County,45
MN,Stearns County,4
MN,Pope County,4
MN,Otter Tail County,9
MN,Stearns County,6
MN,Douglas County,11
MN,Pope County,2
MN,Morrison County,1
MN,Benton County,34
MN,Mille Lacs County,14
MN,Stearns County,5
MN,Douglas County,8
MN,Pope County,58
MN,Todd County,6
#FIELD!,#FIELD!,1
MN,Morrison County,8
MN,Grant County,26
MN,Stearns County,13
MN,Mille Lacs County,25
MN,Douglas County,2
MN,Morrison County,260
MN,Todd County,291
MN,Pope County,6
MN,Stearns County,40
MN,Mille Lacs County,59
MN,Douglas County,5
MN,Douglas County,3
MN,Stearns County,2
MN,Benton County,4
MN,Kanabec County,23
MN,Mille Lacs County,100
MN,Todd County,26
MN,Otter Tail County,16
MN,Stearns County,49
MN,Mille Lacs County,4
MN,Morrison County,121
MN,Benton County,46
MN,Stearns County,17
MN,Stearns County,1
RP,Rhein-Lahn-Kreis County,1
MN,Stearns County,1
MN,Morrison County,42
MN,Stearns County,73
MN,Stearns County,243
MN,Stearns County,57
MN,Benton County,321
MN,Pope County,23
MN,Morrison County,54
MN,Morrison County,1
MN,Pope County,7
MN,Mille Lacs County,3
MN,Stearns County,190
MN,Crow Wing County,885
MN,Crow Wing County,144
MN,Aitkin County,72
MN,Hubbard County,15
MN,Wadena County,1
MN,Cass County,20
MN,Todd County,6
MN,Todd County,14
MN,Todd County,3
MN,Crow Wing County,38
MN,Crow Wing County,22
MN,Morrison County,9
MN,Crow Wing County,23
MN,Todd County,8
MN,Crow Wing County,23
MN,Crow Wing County,1
MN,Crow Wing County,10
MN,Crow Wing County,27
MN,Cass County,8
MN,Todd County,2
MN,Crow Wing County,11
MN,Hubbard County,1
MN,Hubbard County,13
MN,Wadena County,28
MN,Crow Wing County,11
MN,Cass County,25
MN,Hubbard County,18
MN,Crow Wing County,55
MN,Aitkin County,4
MN,Hubbard County,164
MN,Crow Wing County,103
MN,Cass County,48
MN,Cass County,49
MN,Morrison County,17
MN,Wadena County,20
MN,Wadena County,61
MN,Wadena County,7
MN,Wadena County,114
MN,Cass County,53
MN,Becker County,254
MN,Norman County,19
MN,Becker County,23
MN,Clay County,28
MN,Otter Tail County,15
MN,Otter Tail County,3
MN,Wilkin County,45
MN,Becker County,12
MN,Wilkin County,7
MN,Polk County,7
MN,Otter Tail County,2
MN,Clay County,1
MN,Otter Tail County,5
MN,Otter Tail County,8
MN,Clay County,81
MN,Grant County,12
MN,Otter Tail County,1
MN,Otter Tail County,2
MN,Polk County,14
MN,Clay County,25
MN,Otter Tail County,245
MN,Polk County,12
MN,Polk County,25
MN,Becker County,63
MN,Clay County,1
MN,Clay County,18
MN,Norman County,6
MN,Clay County,23
MN,Norman County,4
MN,Otter Tail County,11
MN,Wilkin County,3
MN,Becker County,29
MN,Polk County,5
MN,Mahnomen County,48
MN,Clay County,661
MN,Clay County,2
MN,Clay County,3
MN,Clay County,2
MN,Mahnomen County,8
MN,Otter Tail County,28
MN,Becker County,17
MN,Becker County,8
MN,Otter Tail County,29
MN,Otter Tail County,121
MN,Otter Tail County,58
MN,Norman County,2
MN,Becker County,5
MN,Becker County,3
MN,Wilkin County,6
MN,Clay County,3
MN,Norman County,3
MN,Traverse County,1
MN,Norman County,14
MN,Clay County,7
MN,Otter Tail County,13
MN,Otter Tail County,7
MN,Mahnomen County,20
MN,Becker County,4
MN,Polk County,3
MN,Wilkin County,3
MN,Beltrami County,518
MN,Clearwater County,48
MN,Lake of the Woods County,13
MN,Cass County,6
MN,Koochiching County,3
MN,Itasca County,25
MN,Koochiching County,2
MN,Beltrami County,16
MN,Cass County,78
MN,Clearwater County,7
MN,Itasca County,43
MN,Itasca County,2
MN,Itasca County,2
MN,Cass County,21
MN,Clearwater County,4
MN,Polk County,1
MN,Koochiching County,104
MN,Beltrami County,6
MN,Polk County,2
MN,Clearwater County,2
MN,Koochiching County,7
MN,Koochiching County,1
MN,Cass County,6
MN,Itasca County,1
MN,Koochiching County,3
MN,Cass County,2
MN,Beltrami County,3
MN,Beltrami County,13
MN,St. Louis County,1
MN,Beltrami County,11
MN,Beltrami County,75
MN,Cass County,9
MN,Roseau County,5
MN,Clearwater County,25
MN,Beltrami County,11
MN,Itasca County,1
MN,Beltrami County,4
MN,Polk County,3
MN,Beltrami County,1
MN,Lake of the Woods County,3
MN,Pennington County,181
MN,Marshall County,3
MN,Lake of the Woods County,3
MN,Marshall County,7
MN,Roseau County,9
MN,Red Lake County,3
MN,Polk County,139
MN,Kittson County,1
MN,Polk County,109
MN,Polk County,3
MN,Polk County,9
MN,Marshall County,1
MN,Pennington County,5
MN,Roseau County,8
MN,Marshall County,5
MN,Kittson County,5
MN,Kittson County,1
MN,Kittson County,9
MN,Kittson County,2
MN,Kittson County,3
MN,Kittson County,5
MN,Polk County,25
MN,Marshall County,2
MN,Marshall County,9
MN,Red Lake County,5
MN,Marshall County,3
MN,Red Lake County,4
MN,Red Lake County,22
MN,Roseau County,44
MN,Pennington County,4
MN,Roseau County,6
MN,Marshall County,3
MN,Marshall County,1
MN,Roseau County,1
MN,Marshall County,2
MN,Roseau County,1
MN,Marshall County,15
MN,Roseau County,65
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,65
SD,Union County,13
SD,Brookings County,8
SD,Minnehaha County,21
SD,Union County,31
SD,Minnehaha County,94
SD,Brookings County,273
SD,Brookings County,6
SD,Clay County,7
SD,McCook County,17
SD,Lincoln County,40
SD,Turner County,7
SD,Turner County,9
SD,Moody County,8
SD,Minnehaha County,9
SD,Minnehaha County,11
SD,Minnehaha County,39
SD,Union County,31
SD,Brookings County,10
SD,Moody County,42
SD,Hutchinson County,15
SD,Minnehaha County,11
SD,Yankton County,3
SD,Lincoln County,63
SD,Minnehaha County,52
SD,Lincoln County,3
SD,Minnehaha County,12
SD,Turner County,17
SD,Yankton County,5
SD,Union County,7
SD,Lincoln County,18
SD,Yankton County,6
SD,Minnehaha County,1
SD,Lake County,96
SD,Turner County,42
SD,Hutchinson County,10
SD,Yankton County,5
SD,Turner County,2
SD,McCook County,4
SD,Union County,80
SD,Lake County,4
SD,Kingsbury County,3
SD,Hutchinson County,1
SD,Turner County,15
SD,Lake County,1
SD,Minnehaha County,5
SD,Lake County,1
SD,McCook County,31
SD,Bon Homme County,57
SD,Bon Homme County,10
SD,Bon Homme County,31
SD,Lincoln County,103
SD,Bon Homme County,16
SD,Yankton County,1
SD,Minnehaha County,16
SD,Clay County,160
SD,Turner County,12
SD,Brookings County,41
SD,Yankton County,3
SD,Clay County,6
SD,Lake County,5
SD,Lake County,4
SD,Lincoln County,7
SD,Yankton County,287
#FIELD!,#FIELD!,1
SD,Minnehaha County,754
SD,Minnehaha County,849
SD,Minnehaha County,541
SD,Minnehaha County,817
SD,Minnehaha County,283
SD,Lincoln County,422
SD,Minnehaha County,216
SD,Minnehaha County,2
-F,Nässjö Municipality County,1
#FIELD!,#FIELD!,1
-F,Nässjö Municipality County,1
SD,Minnehaha County,24
SD,Codington County,427
SD,Kingsbury County,11
SD,Deuel County,2
SD,Grant County,12
SD,Clark County,1
SD,Day County,3
SD,Brookings County,3
SD,Hamlin County,3
SD,Hamlin County,19
SD,Roberts County,1
SD,Clark County,8
SD,Deuel County,9
SD,Roberts County,1
SD,Kingsbury County,11
SD,Marshall County,3
SD,Hamlin County,6
SD,Codington County,7
SD,Clark County,1
SD,Deuel County,1
SD,Deuel County,5
SD,Day County,3
SD,Hamlin County,3
SD,Hamlin County,13
SD,Codington County,5
SD,Grant County,3
SD,Marshall County,3
SD,Hamlin County,6
SD,Kingsbury County,1
SD,Grant County,36
SD,Roberts County,2
SD,Roberts County,2
SD,Roberts County,8
SD,Clark County,2
SD,Grant County,4
SD,Roberts County,4
SD,Day County,3
SD,Roberts County,59
SD,Codington County,2
SD,Grant County,2
SD,Grant County,1
SD,Roberts County,12
SD,Deuel County,4
SD,Grant County,3
SD,Marshall County,6
SD,Clark County,1
SD,Day County,10
SD,Day County,26
SD,Brookings County,5
SD,Clark County,3
SD,Roberts County,12
#FIELD!,#FIELD!,1
SD,Davison County,400
SD,Hanson County,4
SD,Jerauld County,4
SD,Douglas County,4
SD,Bon Homme County,2
SD,Gregory County,7
SD,McCook County,11
SD,Miner County,1
SD,Miner County,1
SD,Beadle County,2
SD,Brule County,50
SD,Douglas County,6
SD,Charles Mix County,1
SD,Douglas County,3
SD,Hanson County,2
SD,Davison County,4
SD,Buffalo County,14
SD,Hyde County,6
SD,Miner County,10
SD,Beadle County,173
SD,Kingsbury County,5
SD,Brule County,8
SD,Charles Mix County,15
SD,Sanborn County,4
SD,Charles Mix County,1
SD,Hand County,21
SD,Davison County,9
SD,Lyman County,7
SD,Hutchinson County,13
SD,Charles Mix County,2
SD,Aurora County,13
SD,Charles Mix County,6
SD,Brule County,12
SD,Hand County,1
SD,Hand County,1
SD,McCook County,1
SD,Aurora County,4
SD,Hutchinson County,9
SD,Charles Mix County,20
SD,Jerauld County,2
SD,Aurora County,12
SD,Beadle County,5
SD,Sanborn County,5
SD,Beadle County,1
SD,Brown County,657
SD,Walworth County,2
SD,Marshall County,3
SD,Day County,1
SD,Spink County,1
SD,Brown County,3
SD,Edmunds County,4
SD,Spink County,1
SD,Marshall County,21
SD,Brown County,1
SD,Brown County,1
SD,Spink County,2
SD,Faulk County,1
SD,Spink County,5
SD,McPherson County,3
SD,Faulk County,2
SD,Spink County,8
SD,Brown County,4
SD,Potter County,10
SD,Brown County,10
SD,Brown County,2
SD,Edmunds County,1
SD,Potter County,3
SD,Edmunds County,13
SD,Walworth County,1
SD,Marshall County,5
SD,McPherson County,5
SD,Spink County,2
#FIELD!,#FIELD!,1
SD,Faulk County,1
SD,Spink County,69
SD,Edmunds County,1
SD,Walworth County,9
SD,Brown County,6
SD,Brown County,8
SD,Brown County,2
SD,Hughes County,273
SD,Jackson County,2
SD,Hughes County,4
SD,Gregory County,9
SD,Tripp County,7
SD,Gregory County,2
SD,Jones County,9
SD,Stanley County,27
SD,Gregory County,14
SD,Tripp County,5
SD,Hughes County,2
SD,Gregory County,1
SD,Tripp County,2
SD,Jackson County,3
SD,Lyman County,2
SD,Lyman County,27
SD,Bennett County,44
SD,Haakon County,1
SD,Todd County,38
SD,Jones County,8
SD,Mellette County,1
SD,Todd County,7
SD,Sully County,12
SD,Todd County,10
SD,Haakon County,41
SD,Lyman County,4
SD,Lyman County,1
SD,Todd County,29
SD,Todd County,16
SD,Bennett County,1
SD,Lyman County,1
SD,Jackson County,3
SD,Mellette County,11
SD,Tripp County,52
SD,Tripp County,1
SD,Mellette County,1
SD,Walworth County,34
SD,Corson County,3
SD,Ziebach County,3
SD,Ziebach County,3
SD,Ziebach County,46
SD,Meade County,49
SD,Walworth County,2
SD,Campbell County,3
SD,Dewey County,7
SD,Dewey County,2
SD,Perkins County,3
SD,Corson County,6
SD,Corson County,17
SD,Perkins County,3
SD,Corson County,1
SD,Campbell County,3
SD,Dewey County,2
SD,Dewey County,71
SD,Corson County,3
SD,Corson County,4
SD,Dewey County,1
SD,Pennington County,1341
SD,Pennington County,387
SD,Pennington County,281
SD,Pennington County,56
SD,Pennington County,1
SD,Bennett County,8
SD,Shannon County,2
SD,Butte County,135
SD,Meade County,147
SD,Pennington County,208
SD,Harding County,1
SD,Custer County,1
SD,Pennington County,2
SD,Custer County,62
SD,Lawrence County,43
SD,Fall River County,22
SD,Custer County,1
SD,Custer County,9
SD,Pennington County,34
#FIELD!,#FIELD!,1
SD,Fall River County,68
SD,Meade County,1
SD,Jackson County,4
SD,Pennington County,24
SD,Shannon County,19
SD,Lawrence County,71
SD,Shannon County,4
SD,Lawrence County,3
SD,Butte County,9
SD,Pennington County,7
SD,Butte County,1
SD,Fall River County,1
SD,Shannon County,14
SD,Fall River County,7
SD,Pennington County,2
SD,Meade County,146
SD,Shannon County,62
SD,Shannon County,18
SD,Custer County,2
SD,Pennington County,1
SD,Lawrence County,2
SD,Lawrence County,159
SD,Meade County,157
SD,Meade County,2
SD,Pennington County,13
SD,Lawrence County,24
SD,Shannon County,9
SD,Lawrence County,13
#FIELD!,#FIELD!,1
ND,Richland County,2
ND,Cass County,1
ND,Cass County,2
ND,Cass County,1
ND,Cass County,1
ND,Richland County,1
ND,Cass County,20
52,#FIELD!,1
ND,Sargent County,1
ND,Richland County,1
ND,Cass County,1
ND,Cass County,13
ND,Richland County,42
ND,Sargent County,3
ND,Traill County,3
ND,Traill County,1
ND,Sargent County,15
ND,Richland County,18
ND,Cass County,2
ND,Sargent County,1
ND,Traill County,45
ND,Steele County,1
ND,Cass County,64
ND,Cass County,2
ND,Barnes County,3
#FIELD!,#FIELD!,1
ND,Cass County,4
ND,Cass County,4
ND,Richland County,6
ND,Ransom County,40
ND,Steele County,1
ND,Ransom County,3
ND,Cass County,5
ND,Sargent County,16
ND,Richland County,1
ND,Barnes County,2
ND,Barnes County,5
ND,Cass County,1
ND,Sargent County,2
ND,Ransom County,1
ND,Sargent County,1
ND,Barnes County,3
ND,Barnes County,90
ND,Richland County,149
ND,Richland County,3
ND,Richland County,5
ND,Cass County,424
ND,Cass County,2
ND,Richland County,3
FC,Nièvre County,1
IC,#FIELD!,1
NW,#FIELD!,1
IC,#FIELD!,1
ND,Cass County,515
ND,Cass County,1367
ND,Cass County,743
ND,Cass County,25
ND,Cass County,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
#FIELD!,#FIELD!,1
ND,Grand Forks County,812
ND,Grand Forks County,17
ND,Grand Forks County,275
ND,Grand Forks County,7
ND,Grand Forks County,1
ND,Grand Forks County,1
#FIELD!,#FIELD!,1
ND,Nelson County,4
ND,Grand Forks County,3
ND,Pembina County,1
ND,Traill County,18
ND,Pembina County,17
ND,Pembina County,3
ND,Nelson County,1
ND,Pembina County,7
ND,Walsh County,1
ND,Grand Forks County,22
ND,Steele County,6
ND,Walsh County,2
ND,Walsh County,2
ND,Grand Forks County,1
ND,Walsh County,76
ND,Traill County,4
ND,Walsh County,2
ND,Grand Forks County,1
ND,Cavalier County,33
ND,Walsh County,3
ND,Grand Forks County,17
ND,Nelson County,3
ND,Grand Forks County,7
ND,Traill County,38
ND,Cavalier County,2
ND,Walsh County,7
ND,Pembina County,1
ND,Pembina County,1
ND,Grand Forks County,1
ND,Grand Forks County,7
ND,Cavalier County,1
ND,Walsh County,8
ND,Pembina County,2
ND,Nelson County,1
ND,Walsh County,2
ND,Traill County,5
ND,Grand Forks County,9
ND,Pembina County,1
ND,Grand Forks County,9
ND,Cavalier County,1
ND,Pembina County,11
#FIELD!,#FIELD!,1
ND,Ramsey County,152
#FIELD!,#FIELD!,1
ND,Rolette County,113
ND,Towner County,2
ND,Bottineau County,31
ND,Ramsey County,1
ND,Towner County,14
ND,Ramsey County,2
ND,Rolette County,51
ND,Towner County,1
ND,Benson County,3
